text,parent_group,label,word_count
"The Millennium Galaxy Catalogue: The local supermassive black hole mass   function in early- and late-type galaxies.   We provide a new estimate of the local supermassive black hole mass function using (i) the empirical relation between supermassive black hole mass and the Sersic index of the host spheroidal stellar system and (ii) the measured (spheroid) Sersic indices drawn from 10k galaxies in the Millennium Galaxy Catalogue. The observational simplicity of our approach, and the direct measurements of the black hole predictor quantity, i.e. the Sersic index, for both elliptical galaxies and the bulges of disc galaxies makes it straightforward to estimate accurate black hole masses in early- and late-type galaxies alike. We have parameterised the supermassive black hole mass function with a Schechter function and find, at the low-mass end, a logarithmic slope (1+alpha) of ~0.7 for the full galaxy sample and ~1.0 for the early-type galaxy sample. Considering spheroidal stellar systems brighter than M_B = -18 mag, and integrating down to black hole masses of 10^6 M_sun, we find that the local mass density of supermassive black holes in early-type galaxies rho_{bh, early-type} = (3.5+/-1.2) x 10^5 h^3_{70} M_sun Mpc^{-3}, and in late-type galaxies rho_{bh, late-type} = (1.0+/-0.5) x 10^5 h^3_{70} M_sun Mpc^{-3}. The uncertainties are derived from Monte Carlo simulations which include uncertainties in the M_bh-n relation, the catalogue of Sersic indices, the galaxy weights and Malmquist bias. The combined, cosmological, supermassive black hole mass density is thus Omega_{bh, total} = (3.2+/-1.2) x 10^{-6} h_70. That is, using a new and independent method, we conclude that (0.007+/-0.003) h^3_{70} per cent of the universe's baryons are presently locked up in supermassive black holes at the centres of galaxies.",astrophysics,0,278
"Unveiling obscured accretion in the Chandra Deep Field South.   A large population of heavily obscured, Compton Thick AGNs is predicted by models of galaxy formation, models of Cosmic X-ray Background and by the ``relic'' super-massive black-hole mass function measured from local bulges. However, so far only a handful of Compton thick AGNs have been possibly detected using even the deepest Chandra and XMM surveys. Compton-thick AGNs can be recovered thanks to the reprocessing of the AGN UV emission in the infrared by selecting sources with AGN luminosity's in the mid-infrared and faint near-infrared and optical emission. To this purpose, we make use of deep HST, VLT, Spitzer and Chandra data on the Chandra Deep Field South to constrain the number of Compton thick AGN in this field. We show that sources with high 24$\mu$m to optical flux ratios and red colors form a distinct source population, and that their infrared luminosity is dominated by AGN emission. Analysis of the X-ray properties of these extreme sources shows that most of them (80$\pm15%$) are indeed likely to be highly obscured, Compton thick AGNs. The number of infrared selected, Compton thick AGNs with 5.8$\mu$m luminosity higher than $10^{44.2}$ erg s$^{-1}$ turns out to be similar to that of X-ray selected, unobscured and moderately obscured AGNs with 2-10 keV luminosity higher than $10^{43}$ erg s$^{-1}$ in the redshift bin 1.2-2.6. This ``factor of 2'' source population is exactly what it is needed to solve the discrepancies between model predictions and X-ray AGN selection.",astrophysics,0,249
"Detection of CFIRB with AKARI/FIS Deep Observations.   The Cosmic Far-Infrared Background (CFIRB) contains information about the number and distribution of contributing sources and thus gives us an important key to understand the evolution of galaxies. Using a confusion study to set a fundamental limit to the observations, we investigate the potential to explore the CFIRB with AKARI/FIS deep observations. The Far-Infrared Surveyor (FIS) is one of the focal-plane instruments on the AKARI (formerly known as ASTRO-F) satellite, which was launched in early 2006. Based upon source distribution models assuming three different cosmological evolutionary scenarios (no evolution, weak evolution, and strong evolution), an extensive model for diffuse emission from infrared cirrus, and instrumental noise estimates, we present a comprehensive analysis for the determination of the confusion levels for deep far-infrared observations. We use our derived sensitivities to suggest the best observational strategy for the AKARI/FIS mission to detect the CFIRB fluctuations. If the source distribution follows the evolutionary models, observations will be mostly limited by source confusion. We find that we will be able to detect the CFIRB fluctuations and that these will in turn provide information to discriminate between the evolutionary scenarios of galaxies in most low-to-medium cirrus regions.",astrophysics,0,199
"Long Term Simulations Of Astrophysical Jets; Energy Structure and   Quasi-Periodic Ejection.   We have performed self-consistent 2.5-dimensional nonsteady MHD numerical simulations of jet formation as long as possible, including the dynamics of accretion disks. Although the previous nonsteady MHD simulations for astrophysical jets revealed that the characteristics of nonsteady jets are similar to those of steady jets, the calculation time of these simulations is very short compared with the time scale of observed jets. Thus we have investigated long term evolutions of mass accretion rate, mass outflow rate, jet velocity, and various energy flux. We found that the ejection of jet is quasi-periodic. The period of the ejection is related to the time needed for the initial magnetic filed to be twisted to generate toroidal filed. We compare our results with both the steady state theory and previous 2.5-dimensional nonsteady MHD simulations.",astrophysics,0,141
"The Discovery of a Companion to the Lowest Mass White Dwarf.   We report the detection of a radial velocity companion to SDSS J091709.55+463821.8, the lowest mass white dwarf currently known with M~0.17Msun. The radial velocity of the white dwarf shows variations with a semi-amplitude of 148.8 km/s and a period of 7.5936 hours, which implies a companion mass of M > 0.28Msun. The lack of evidence of a companion in the optical photometry forces any main-sequence companion to be smaller than 0.1Msun, hence a low mass main sequence star companion is ruled out for this system. The companion is most likely another white dwarf, and we present tentative evidence for an evolutionary scenario which could have produced it. However, a neutron star companion cannot be ruled out and follow-up radio observations are required to search for a pulsar companion.",astrophysics,0,139
"How far is it to a sudden future singularity of pressure?.   We discuss the constraints coming from current observations of type Ia supernovae on cosmological models which allow sudden future singularities of pressure (with the scale factor and the energy density regular). We show that such a sudden singularity may happen in the very near future (e.g. within ten million years) and its prediction at the present moment of cosmic evolution cannot be distinguished, with current observational data, from the prediction given by the standard quintessence scenario of future evolution. Fortunately, sudden future singularities are characterized by a momentary peak of infinite tidal forces only; there is no geodesic incompletness which means that the evolution of the universe may eventually be continued throughout until another ``more serious'' singularity such as Big-Crunch or Big-Rip.",astrophysics,0,133
"Probability Density of the Multipole Vectors for a Gaussian Cosmic   Microwave Background.   We review Maxwell's multipole vectors, and elucidate some of their mathematical properties, with emphasis on the application of this tool to the cosmic microwave background (CMB). In particular, for a completely random function on the sphere (corresponding to the statistically isotropic Gaussian model of the CMB), we derive the full probability density function of the multipole vectors. This function is used to analyze the internal configurations of the third-year Wilkinson Microwave Anisotropy Probe quadrupole and octopole, and we show the observations are consistent with the Gaussian prediction. A particular aspect is the planarity of the octopole, which we find not to be anomalous.",astrophysics,0,115
"Vertical dynamics of disk galaxies in MOND.   We investigate the possibility of discriminating between Modified Newtonian Dynamics (MOND) and Newtonian gravity with dark matter, by studying the vertical dynamics of disk galaxies. We consider models with the same circular velocity in the equatorial plane (purely baryonic disks in MOND and the same disks in Newtonian gravity embedded in spherical dark matter haloes), and we construct their intrinsic and projected kinematical fields by solving the Jeans equations under the assumption of a two-integral distribution function. We found that the vertical velocity dispersion of deep-MOND disks can be much larger than in the equivalent spherical Newtonian models. However, in the more realistic case of high-surface density disks this effect is significantly reduced, casting doubts on the possibility of discriminating between MOND and Newtonian gravity with dark matter by using current observations.",astrophysics,0,139
"Nitrogen Production in Starburst Galaxies Detected by GALEX.   We investigate the production of nitrogen in star forming galaxies with ultraviolet (UV) radiation detected by the Galaxy Evolution Explorer Satellite (GALEX). We use a sample of 8,745 GALEX emission line galaxies matched to the Sloan Digital Sky Survey (SDSS) spectroscopic sample. We derive both gas-phase oxygen and nitrogen abundances for the sample, and apply stellar population synthesis models to derive stellar masses and star formation histories of the galaxies. We compare oxygen abundances derived using three different diagnostics. We derive the specific star formation rates of the galaxies by modeling the 7-band GALEX+SDSS photometry. We find that galaxies that have log SFR/M$_*$ > -10.0 typically have values of log N/O ~0.05 dex less than galaxies with log SFR/M$_*$ < -10.0 and similar oxygen abundances.",astrophysics,0,133
"The Alignments of the Galaxy Spins with the Real-Space Tidal Field   Reconstructed from the Two Mass Redshift Survey.   We report a direct observational evidence for the existence of the galaxy spin alignments with the real space tidal field. We calculate the real space tidal field from the real space density field reconstructed recently from the Two Mass Redshift Survey (2MRS) by Erdogdu et al. in 2006. Using a total of 12122 nearby spiral galaxies from the Tully Galaxy Catalog, we calculate the orientations of their spin axes relative to the 2MRS tidal field. We find a clear signal of the intrinsic correlations between the galaxy spins and the intermediate principal axes of the tidal shears. The null hypothesis of no correlation is rejected at 99.99 % confidence level. We also investigate the dependence of the intrinsic correlations on the galaxy morphological type and the environment. It is found that (i) the intrinsic correlation depends weakly on the morphological type of the spiral galaxies but tends to decrease slightly as the type increases; (ii) it is stronger in the high-density regions than in the low-density regions. The observational result is quantitatively consistent with analytic prediction based on the tidal torque theory. It is concluded that the galaxy spin orientations may provide in principle a new complimentary probe of the dark matter distribution.",astrophysics,0,221
"Discovery of new faint radio emission on 8$\arcdeg$ to 3$\arcmin$ scales   in the Coma field, and some Galactic and extragalactic implications.   We present a deep, 8$\degr$ diameter, 0.4 GHz radio image using a first time combination of the NAIC Arecibo 305-m telescope in Puerto Rico, and the wide-angle interferometer at the Dominion Radio Astrophysical Observatory at Penticton, Canada. Our observations are centered on the Coma Cluster of galaxies in the ``Great Wall'' of galaxies near the North Galactic Pole. The complementary nature of these two instruments enables us to produce a distortion-free image that is sensitive to radiation on scales from 8$\degr$ down to that of an individual galaxy halo at the 100 Mpc distance of the Great Wall. Newly revealed patches of distributed radio ``glow'' are seen well above the detection limit. One prominent such area coincides with groupings of radio galaxies near the Coma cluster, and indicates intergalactic IGM magnetic fields in the range 0.2 to 0.4 $\mu$G on scales of up to $\sim$ 4 Mpc. Other patches of diffuse emission, not previously explored at these high latitudes on arcminute scales, probably contain Galactic ``cirrus''. A striking anticorrelation is found between low-level diffuse radio glow and some regions of enhanced optical galaxy surface density, suggesting that cosmological Large Scale Structure (LSS), normally defined by the baryonic (or dark) matter density, is not {\it uniquely} traced by faint continuum radio glow. Rather, intergalactic diffuse synchrotron radiation represents IGM magnetic and Cosmic ray energy density, instead of matter density. The diffuse, arcminute-level structures over a large region of sky are potentially important pathfinders to CMB foreground radiation on high multipole scales.",astrophysics,0,271
"Searching Extra Dimensions in Compact Stars.   The electro-magnetic and particle radiation detected from the direction of Cygnus X3 raise the question of the existence of special long-lived, neutral particles. We investigate the origin of these particles in a special approach: the source object may contain compactified extra dimension and these particles are messengers of this state. We describe hyperon stars in 3+1 dimension and introduce the description of a compact stars in 3+1_c+1 dimensional space-time.",astrophysics,0,75
"The TACTIC atmospheric Cherenkov Imaging telescope.   The TACTIC $\gamma$-ray telescope, equipped with a light collector of area $\sim$9.5m$^2$ and a medium resolution imaging camera of 349-pixels, has been in operation at Mt.Abu, India since 2001. This paper describes the main features of its various subsystems and its overall performance with regard to (a) tracking accuracy of its 2-axes drive system, (b) spot size of the light collector, (c) back-end signal processing electronics and topological trigger generation scheme, (d) data acquisition and control system and (e) relative and absolute gain calibration methodology. Using a trigger field of view of 11$\times$11 pixels ($\sim$ 3.4$^\circ$$\times3.4^\circ$), the telescope records a cosmic ray event rate of $\sim$2.5 Hz at a typical zenith angle of 15$^\circ$. Monte Carlo simulation results are also presented in the paper for comparing the expected performance of the telescope with actual observational results. The consistent detection of a steady signal from the Crab Nebula above $\sim$1.2 TeV energy, at a sensitivity level of $\sim5.0\sigma$ in $\sim$25 h, alongwith excellent matching of its energy spectrum with that obtained by other groups, reassures that the performance of the TACTIC telescope is quite stable and reliable. Furthermore, encouraged by the detection of strong $\gamma$-ray signals from Mrk 501 (during 1997 and 2006 observations) and Mrk 421 (during 2001 and 2005-2006 observations), we believe that there is considerable scope for the TACTIC telescope to monitor similar TeV $\gamma$-ray emission activity from other active galactic nuclei on a long term basis.",astrophysics,0,245
Synthesis of Taylor Phase Screens with Karhunen-Loeve Basis Functions.   Phase screens above a telescope pupil represent the variation of the phase of the electromagnetic field induced by atmospheric turbulence. Instances drawn from such statistics are represented by a vector of random phase amplitudes which are coefficients of a linear superposition of two-dimensional basis functions across the pupil. This work shortly reviews Fried's analysis of this modal decomposition for the case of Kolmogorov statistics of the phase covariance as a function of separation in the pupil plane.   We focus on the numerical synthesis of phase screens. The statistically independent modes are transformed into the eigen-modes of a gradient matrix as time-dependence is introduced such that on short time scales the instances of the phase screens are rigidly shifted into a direction imposed by some wind velocity - known as the Taylor frozen screen approximation. This simple technique factorizes spatial and temporal variables and aims at binding the time dependence of the phase screens to the few expansion coefficients of the basis functions that obey a stochastic time-dependent differential equation.,astrophysics,0,178
"""Hidden"" Seyfert 2 Galaxies in the Chandra Deep Field North.   We have compared the X-ray--to--optical flux ratios (F_x/F_opt) of absorbed active galactic nuclei (AGNs) in the Chandra Deep Field North (CDF-N) with those of nearby, optically classified Seyfert 2 galaxies. The comparison provides an opportunity to explore the extent to which the local population of absorbed AGNs can account for the properties of the distant, spectroscopically ambiguous sources that produce the hard X-ray background. Our nearby sample consists of 38 objects that well represent the local Seyfert 2 luminosity function. Integrated UBVRI photometry and broadband X-ray observations are presented. Using these data, we have simulated the F_x/F_opt ratios that local Seyfert 2s would exhibit if they were observed in the redshift range 0.2 < z < 1.3 as part of the CDF-N. In the simulations we account for the effects of redshift on flux measurements in fixed observed-frame bands, and the way the luminosity function of a given population is sampled in a flux-limited survey like the CDF-N. Overall, we find excellent agreement between our simulations and the observed distribution of F_x/F_opt ratios for absorbed AGNs in the CDF-N. Our analysis has thus failed to reveal any physical differences between the local population of Seyfert 2s and CDF-N sources with similar X-ray properties. These results support the hypothesis that the nuclear emission lines of many distant hard X-ray galaxies are hidden in ground-based spectra due to a combination of observational effects: signal-to-noise ratio, wavelength coverage, and dilution by host-galaxy light.",astrophysics,0,250
"Substructures in WINGS clusters.   We search for and characterize substructures in the projected distribution of galaxies observed in the wide field CCD images of the 77 nearby clusters of the WIde-field Nearby Galaxy-cluster Survey (WINGS). This sample is complete in X-ray flux in the redshift range 0.04<z<0.07. We search for substructures in WINGS clusters with DEDICA, an adaptive-kernel procedure. We test the procedure on Monte-Carlo simulations of the observed frames and determine the reliability for the detected structures. DEDICA identifies at least one reliable structure in the field of 55 clusters. 40 of these clusters have a total of 69 substructures at the same redshift of the cluster (redshift estimates of substructures are from color-magnitude diagrams). The fraction of clusters with subclusters (73%) is higher than in most studies. The presence of subclusters affects the relative luminosities of the brightest cluster galaxies (BCGs). Down to L ~ 10^11.2 L_Sun, our observed differential distribution of subcluster luminosities is consistent with the theoretical prediction of the differential mass function of substructures in cosmological simulations.",astrophysics,0,172
"Stellar masers, circumstellar envelopes, and supernova remnants.   This paper reviews recent advances in the study or circumstellar masers and masers found toward supernova remnants. The review is organized by science focus area, including the astrophysics of extended stellar atmospheres, stellar mass-loss processes and outflows, late-type evolved stellar evolution, stellar maser excitation and chemistry, and the use of stellar masers as independent distance estimators. Masers toward supernova remnants are covered separately. Recent advances and open future questions in this field are explored.",astrophysics,0,81
"X-ray Timing of PSR J1852+0040 in Kesteven 79: Evidence of Neutron Stars   Weakly Magnetized at Birth.   The 105-ms X-ray pulsar J1852+0040 is the central compact object (CCO) in SNR Kes 79. We report a sensitive upper limit on its radio flux density of 12 uJy at 2 GHz using the NRAO GBT. Timing using XMM and Chandra over a 2.4 yr span reveals no significant change in its spin period. The 2 sigma upper limit on the period derivative leads, in the dipole spin-down formalism, to an energy loss rate E-dot < 7e33 ergs/s, surface magnetic field strength B_p < 1.5e11 G, and characteristic age tau_c = P/2P-dot > 8 Myr. This tau_c exceeds the age of the SNR by 3 orders of magnitude, implying that the pulsar was born spinning at its current period. However, the X-ray luminosity of PSR J1852+0040, L(bol) ~ 3e33(d/7.1 kpc)^2 ergs/s is a large fraction of E-dot, which challenges the rotation-powered assumption. Instead, its high blackbody temperature, 0.46+/-0.04 keV, small blackbody radius ~ 0.8 km, and large pulsed fraction, ~ 80%, may be evidence of accretion onto a polar cap, possibly from a fallback disk made of supernova debris. If B_p < 1e10 G, an accretion disk can penetrate the light cylinder and interact with the magnetosphere while resulting torques on the neutron star remain within the observed limits. A weak B-field is also inferred in another CCO, the 424-ms pulsar 1E 1207.4-5209, from its steady spin and soft X-ray absorption lines. We propose this origin of radio-quiet CCOs: the B-field, derived from a turbulent dynamo, is weaker if the NS is formed spinning slowly, which enables it to accrete SN debris. Accretion excludes neutron stars born with both B_p < 1e11 G and P > 0.1 s from radio pulsar surveys, where B_p < 1e11 G is not encountered except among very old (tau_c > 40 Myr) or recycled pulsars. Finally, such a CCO, if born in SN 1987A, could explain the non-detection of a pulsar there.",astrophysics,0,334
"Magnetohydrostatic solar prominences in near-potential coronal magnetic   fields.   We present numerical magnetohydrostatic solutions describing the gravitationally stratified, bulk equilibrium of cool, dense prominence plasma embedded in a near-potential coronal field. These solutions are calculated using the FINESSE magnetohydrodynamics equilibrium solver and describe the morphologies of magnetic field distributions in and around prominences and the cool prominence plasma that these fields support. The equilibrium condition for this class of problem is usually different in distinct subdomains, separated by free boundaries, across which solutions are matched by suitable continuity or jump conditions describing force balance. We employ our precise finite element elliptic solver to calculate solutions not accessible by previous analytical techniques with temperature or entropy prescribed as free functions of the magnetic flux function, including a range of values of the polytropic index, temperature variations mainly across magnetic field lines and photospheric field profiles sheared close to the polarity inversion line. Out of the many examples computed here, perhaps the most noteworthy is one which reproduces precisely the three-part structure often encountered in observations: a cool dense prominence within a cavity/flux rope embedded in a hot corona. The stability properties of these new equilibria, which may be relevant to solar eruptions, can be determined in the form of a full resistive MHD spectrum using a companion hyperbolic stability solver.",astrophysics,0,218
"Two new basaltic asteroids in the Outer Main Belt?.   The identification of basaltic asteroids in the asteroid Main Belt and the description of their surface mineralogy is necessary to understand the diversity in the collection of basaltic meteorites. Basaltic asteroids can be identified from their visible reflectance spectra and are classified as V-type in the usual taxonomies. In this work, we report visible spectroscopic observations of two candidate V-type asteroids, (7472) Kumakiri and (10537) 1991 RY16, located in the outer Main Belt (a > 2.85 UA). These candidate have been previously identified by Roig and Gil-Hutton (2006, Icarus 183, 411) using the Sloan Digital Sky Survey colors. The spectroscopic observations have been obtained at the Calar Alto Observatory, Spain, during observational runs in November and December 2006. The spectra of these two asteroids show the steep slope shortwards of 0.70 microns and the deep absorption feature longwards of 0.75 microns that are characteristic of V-type asteroids. However, the presence of a shallow but conspicuous absorption band around 0.65 microns opens some questions about the actual mineralogy of these two asteroids. Such band has never been observed before in basaltic asteroids with the intensity we detected it. We discuss the possibility for this shallow absorption feature to be caused by the presence of chromium on the asteroid surface. Our results indicate that, together with (1459) Magnya, asteroids (7472) Kumakiri and (10537) 1991 RY16 may be the only traces of basaltic material found up to now in the outer Main Belt.",astrophysics,0,249
"Late stages of stellar evolution and their impact on spectrophotometric   properties of galaxies.   The connection between AGB evolution of stellar populations and infrared vs. ultraviolet properties of the parent galaxies is reviewed relying on the updated lookout provided by population-synthesis theory. In particular, planetary-nebula events and hot horizontal-branch evolution are assessed in a unitary view to outline a plain general picture of galaxy spectrophotometric evolution. This will include a brief discussion of relevant phenomena such as the ""UV upturn"" in ellipticals and the stellar mass loss properties along the galaxy morphological sequence.",astrophysics,0,92
"Comment on ""Helical MRI in magnetized Taylor-Couette flow"".   Liu et al. [Phys. Rev. E 74, 056302 (2006)] have presented a WKB analysis of the helical magnetorotational instability (HMRI), and claim that it does not exist for Keplerian rotation profiles. We show that if radial boundary conditions are included, the HMRI can exist even for rotation profiles as flat as Keplerian, provided only that at least one of the boundaries is sufficiently conducting.",astrophysics,0,72
"The SAURON project - XI. Stellar Populations from Absorption Line   Strength Maps of 24 Early-Type Spirals.   We present absorption line strength maps of a sample of 24 representative early-type spiral galaxies, mostly of type Sa, obtained as part of the SAURON survey of nearby galaxies using our custom-built integral-field spectrograph. Using high-quality spectra, spatially binned to a constant signal-to-noise, we measure several key age, metallicity and abundance ratio sensitive indices from the Lick/IDS system over a contiguous two-dimensional field including bulge and inner disc. We present maps of H beta, Fe 5015 and Mg b, for each galaxy   The absorption line maps show that many galaxies contain some younger populations (<= 1 Gyr), distributed in small or large inner discs, or in circumnuclear star forming rings. In many cases these young stars are formed in circumnuclear mini-starbursts, which are dominating the light in the centres of some of the early-type spirals. These mini-starburst cause a considerable scatter in index-index diagrams such as Mg b- H beta and Mg b -Fe 5015, more than is measured for early-type galaxies. We find that the central regions of Sa galaxies display a wide range in ages, even within the galaxies. 50% of the sample show velocity dispersion drops in their centres.   All of the galaxies of our sample lie on or below the Mg b- $\sigma$ relation for elliptical galaxies in the Coma cluster, and above the H beta absorption line - $\sigma$ relation for elliptical galaxies. If those relations are considered to be relations for the oldest local galaxies we see that our sample of spirals has a considerable scatter in age, with the largest scatter at the lowest $\sigma$. This is in disagreement with highly inclined samples, in which generally only old stellar populations are found in the central regions.   All this can be understood if ... (see paper for rest of abstract)",astrophysics,0,312
"Magnetic Evolution and Temperature Variation in a Coronal Hole.   We have explored the magnetic flux evolution and temperature variation in a coronal-hole region, using Big Bear Solar Observatory (BBSO) deep magnetograms and {\it SOHO}/EIT images observed from 2005 October 10 to 14. For comparison, we also investigated a neighboring quiet region of the Sun. The coronal hole evolved from its mature stage to its disappearance during the observing period. We have obtained the following results: (1) When the coronal hole was well developed on October 10, about 60 % of the magnetic flux was positive. The EUV brightness was 420 counts pixel$^{-1}$, and the coronal temperature, estimated from the line ratio of the EIT 195 {\AA} and 171 {\AA} images, was 1.07 MK. (2) On October 14, when the coronal hole had almost disappeared, 51 % of the magnetic flux was positive, the EUV radiance was 530 counts pixel$^{-1}$, and the temperature was 1.10 MK. (3) In the neighboring quiet region, the fraction of positive flux varied between 0.49 and 0.47. The EUV brightness displayed an irregular variation, with a mean value of 870 counts pixel$^{-1}$. The temperature was almost constant at 1.11 MK during the five-day observation. Our results demonstrate that in a coronal hole less imbalance of the magnetic flux in opposite polarities leads to stronger EUV brightness and higher coronal temperatures.",astrophysics,0,224
